name,run_id,created_at,model_name,task_name,data_split_seed,validation_metric,validation_crps,validation_rmse,test_crps,test_rmse,fitting_time_s,validation_prediction_time_s,test_prediction_time_s,validation_fixed_effect_residual_rmse,fixed_effect_type,feature_dimension,best_boosting_round,model.train_params.learning_rate,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth,epochs_trained,model.params.dropout
np-in_context-steps_2D-seed1,smc8q1cp,2026-07-24T20:31:06Z,np,in_context,1,rmse,0.5462984375,0.9711220791458888,0.5495231119791667,0.9767703186558984,4444.260741472244,4.24902606010437,4.075839042663574,,steps,2,,2.465844721448737e-05,,,,,,,,,,,,,,,1936.0,0.0176985004103839
np-in_context-steps_2D-seed1,vd8jl77i,2026-07-22T21:11:52Z,np,in_context,1,rmse,0.5549522135416667,0.9809716503768297,0.557998046875,0.9843396929083162,2756.963413476944,5.931554794311523,6.389115810394287,,steps,2,,0.0005399484409787,,,,,,,,,,,,,,,776.0,0.0116167224336398
np-in_context-steps_2D-seed1,vvir7gbn,2026-07-22T18:35:26Z,np,in_context,1,rmse,0.5476643880208333,0.9734540112036988,0.551955859375,0.9799997268749848,9353.049442529678,5.61418604850769,6.390969276428223,,steps,2,,2.0511104188433963e-05,,,,,,,,,,,,,,,2540.0,0.0312037280884873
np-in_context-steps_2D-seed1,wpf0zr8h,2026-07-23T14:05:43Z,np,in_context,1,rmse,0.54134482421875,0.9566492100113592,0.5499770833333333,0.967631430833634,4576.883130311966,5.746839761734009,5.085317850112915,,steps,2,,0.0003718364180573,,,,,,,,,,,,,,,1543.0,0.0912139968434072
np-in_context-steps_2D-seed1,xskr6uex,2026-07-22T14:52:08Z,np,in_context,1,rmse,0.5399499348958333,0.9597830784043662,0.5447426432291667,0.963002178867943,2975.209837913513,6.215470552444458,6.5809080600738525,,steps,2,,0.0007969454818643,,,,,,,,,,,,,,,796.0,0.0749080237694725
np-in_context-steps_2D-seed1,ybu3yi20,2026-07-24T06:17:37Z,np,in_context,1,rmse,0.5410734700520833,0.9611239577712164,0.5457709309895833,0.967989494774096,7618.794697284699,7.081756830215454,7.491919994354248,,steps,2,,7.591104805282687e-05,,,,,,,,,,,,,,,2057.0,0.1368466053024314
np-in_context-steps_2D-seed1,yk295yti,2026-07-24T12:14:00Z,np,in_context,1,rmse,0.5392358723958334,0.953874060194108,0.5457407552083333,0.9662495795038064,6737.980269670486,5.303504705429077,5.048820018768311,,steps,2,,0.0001096821720752,,,,,,,,,,,,,,,2187.0,0.0623422152178821
np-in_context-steps_2D-seed1,ys0o4lhm,2026-07-23T23:43:02Z,np,in_context,1,rmse,0.5500083984375,0.9739429333113936,0.55552265625,0.980723976407334,2461.916595220566,5.852215528488159,6.687453985214233,,steps,2,,0.0007902619549708,,,,,,,,,,,,,,,726.0,0.0130103185970559
np-in_context-steps_2D-seed1,zvg7ed5u,2026-07-24T00:25:04Z,np,in_context,1,rmse,0.5353890625,0.94927044440972,0.5412875,0.9567124591951328,6387.457588195801,5.670398235321045,5.932142972946167,,steps,2,,0.0004138040112561,,,,,,,,,,,,,,,1922.0,0.1931264066149118
np-in_context-steps_2D-seed2,00rq37xx,2026-07-26T06:25:24Z,np,in_context,2,rmse,0.5402700846354167,0.9618031345171202,0.546229296875,0.972446955354091,3386.214343547821,3.6797497272491455,3.807864427566528,,steps,2,,0.0001067748270948,,,,,,,,,,,,,,,1513.0,0.0399347564316719
np-in_context-steps_2D-seed2,1524bbxr,2026-07-26T09:47:14Z,np,in_context,2,rmse,0.550016015625,0.9784170434643488,0.5543201171875,0.9890589349558164,7655.652461528778,3.388096570968628,3.556845664978028,,steps,2,,2.193048555664368e-05,,,,,,,,,,,,,,,4000.0,0.1215089703802876
np-in_context-steps_2D-seed2,1j13pvhx,2026-07-25T21:09:41Z,np,in_context,2,rmse,0.5915770182291666,1.052084157002909,0.5970112630208333,1.061468763175792,2922.7110373973846,3.747026205062866,3.8399040699005127,,steps,2,,2.658754398327269e-05,,,,,,,,,,,,,,,1432.0,0.1664885281600843
np-in_context-steps_2D-seed2,3zwe0tbg,2026-07-26T16:59:27Z,np,in_context,2,rmse,0.5371151041666666,0.955922123933482,0.54507177734375,0.9703392374706196,2856.234312057495,3.434589147567749,3.151301622390747,,steps,2,,9.7803370166594e-05,,,,,,,,,,,,,,,1618.0,0.0244076469689557
np-in_context-steps_2D-seed2,5ih6ad10,2026-07-26T18:08:30Z,np,in_context,2,rmse,0.5468602864583333,0.971458693535398,0.5485983072916667,0.9751640726852104,2000.356050014496,3.823070526123047,3.3544554710388184,,steps,2,,0.0002113705944064,,,,,,,,,,,,,,,1000.0,0.0517559963200033
np-in_context-steps_2D-seed2,6c14xjw0,2026-07-26T07:22:15Z,np,in_context,2,rmse,0.5701739583333333,1.015414675588235,0.576013671875,1.0272572702838616,8675.167409181595,3.4587199687957764,3.5895817279815674,,steps,2,,1.2385137298860926e-05,,,,,,,,,,,,,,,4000.0,0.1184829137724085
np-in_context-steps_2D-seed2,8cj6xf6s,2026-07-25T17:14:50Z,np,in_context,2,rmse,0.54048681640625,0.9618811549102154,0.54811875,0.9763823778300976,6373.472597360611,3.627769947052002,4.5797038078308105,,steps,2,,2.0511104188433963e-05,,,,,,,,,,,,,,,2783.0,0.0312037280884873
np-in_context-steps_2D-seed2,9crtffpy,2026-07-26T13:22:21Z,np,in_context,2,rmse,0.5468954427083333,0.9726960252939092,0.5526740885416667,0.9847359810351048,7410.081943035126,2.9243052005767822,2.894829273223877,,steps,2,,1.5679933916722995e-05,,,,,,,,,,,,,,,3828.0,0.0609227538346741
np-in_context-steps_2D-seed2,9g6veeby,2026-07-26T11:55:13Z,np,in_context,2,rmse,0.5541149739583333,0.9801739893956576,0.5636014973958333,0.9978420066880967,1353.1952586174011,3.77893328666687,3.4011449813842773,,steps,2,,0.0007902619549708,,,,,,,,,,,,,,,667.0,0.0130103185970559
np-in_context-steps_2D-seed2,e3hx4myl,2026-07-25T23:20:46Z,np,in_context,2,rmse,0.5335267578125,0.9492906031994331,0.5401409505208333,0.9620219594801376,3549.7984125614166,3.9118542671203618,3.7572662830352783,,steps,2,,0.0001120760621186,,,,,,,,,,,,,,,1709.0,0.0608484485919075
np-in_context-steps_2D-seed2,eyet18pr,2026-07-25T19:29:41Z,np,in_context,2,rmse,0.53507294921875,0.9478670425318808,0.5405642578125,0.9611832744955632,4438.501310110092,3.973077535629273,3.988115072250366,,steps,2,,0.000260702475837,,,,,,,,,,,,,,,1866.0,0.1202230023486417
np-in_context-steps_2D-seed2,f8ivqvxo,2026-07-26T05:34:00Z,np,in_context,2,rmse,0.5357368489583333,0.9516593067094384,0.54077890625,0.9595175092759678,3058.0385749340057,4.723579168319702,3.2973175048828125,,steps,2,,0.0003718364180573,,,,,,,,,,,,,,,1315.0,0.0912139968434072
np-in_context-steps_2D-seed2,fy22apsk,2026-07-25T16:13:42Z,np,in_context,2,rmse,0.5362069010416667,0.9528008817164768,0.5384720052083334,0.9589692054071236,3642.7552757263184,3.454958915710449,3.950307607650757,,steps,2,,0.0001575132049977,,,,,,,,,,,,,,,1742.0,0.146398788362281
np-in_context-steps_2D-seed2,gaexcj6g,2026-07-26T15:26:13Z,np,in_context,2,rmse,0.5323447265625,0.9458876390999936,0.53892666015625,0.9601082587513984,5572.959075450897,2.6831047534942627,2.1765878200531006,,steps,2,,7.591104805282687e-05,,,,,,,,,,,,,,,2767.0,0.1368466053024314
np-in_context-steps_2D-seed2,gsptz95s,2026-07-26T21:17:46Z,np,in_context,2,rmse,0.53264462890625,0.9451609517546542,0.5379907552083333,0.954201793130974,3338.4863662719727,2.019791841506958,1.9763379096984863,,steps,2,,0.0003550304858128,,,,,,,,,,,,,,,2062.0,0.1939169255529117
np-in_context-steps_2D-seed2,hqlu0dz9,2026-07-26T18:42:16Z,np,in_context,2,rmse,0.5428757161458333,0.9665402475009152,0.5459673177083333,0.9730780861643126,2809.7841968536377,3.275973081588745,3.301907777786255,,steps,2,,0.0001096821720752,,,,,,,,,,,,,,,1448.0,0.0623422152178821
np-in_context-steps_2D-seed2,i4zy7bge,2026-07-26T23:14:34Z,np,in_context,2,rmse,0.5399563151041666,0.9618139348739476,0.54407724609375,0.9689587761990012,3926.223626613617,2.207738161087036,1.804274320602417,,steps,2,,2.465844721448737e-05,,,,,,,,,,,,,,,2583.0,0.0176985004103839
np-in_context-steps_2D-seed2,lb95kyoq,2026-07-25T20:44:05Z,np,in_context,2,rmse,0.5619979166666667,0.992680102859802,0.5661537760416666,1.0005922056670562,1508.5972695350647,4.286488056182861,3.812171697616577,,steps,2,,0.0008706020878304,,,,,,,,,,,,,,,644.0,0.0041168988591604
np-in_context-steps_2D-seed2,leke4fkm,2026-07-25T21:58:50Z,np,in_context,2,rmse,0.5437789388020833,0.9674646927731818,0.5504369140625,0.9804611615250378,4890.270491361618,3.6633691787719727,4.072913646697998,,steps,2,,2.3270677083837777e-05,,,,,,,,,,,,,,,2371.0,0.0363649934414201
np-in_context-steps_2D-seed2,mn4b9ild,2026-07-26T22:13:46Z,np,in_context,2,rmse,0.5331615234375,0.9473643473508973,0.5405386393229167,0.9590139817134724,2135.118267536164,2.372927665710449,2.322320938110352,,steps,2,,0.000616104953938,,,,,,,,,,,,,,,1406.0,0.1878997883128378
np-in_context-steps_2D-seed2,nbol7pcv,2026-07-27T00:20:21Z,np,in_context,2,rmse,0.5362162760416667,0.9536871258612226,0.5413372395833334,0.9645587389502932,2844.492108106613,2.240353345870972,2.2066807746887207,,steps,2,,4.473636174621264e-05,,,,,,,,,,,,,,,1894.0,0.0090454577821076
np-in_context-steps_2D-seed2,nnrv25zl,2026-07-26T17:47:26Z,np,in_context,2,rmse,0.5500188802083333,0.9762168010423274,0.557075390625,0.9897581198159988,1238.5935294628143,3.6055212020874015,3.369536876678467,,steps,2,,0.0006586289317583,,,,,,,,,,,,,,,622.0,0.0068777042230436
np-in_context-steps_2D-seed2,p4sep85n,2026-07-26T02:31:20Z,np,in_context,2,rmse,0.5725292317708334,1.0183702548662186,0.5773412760416666,1.0274789109096658,5234.283820152283,3.09224796295166,3.758152723312378,,steps,2,,1.9010245319870364e-05,,,,,,,,,,,,,,,2486.0,0.1223705789444759
np-in_context-steps_2D-seed2,rqzisprq,2026-07-26T00:20:22Z,np,in_context,2,rmse,0.5364254557291667,0.9531147959073496,0.5434579427083334,0.9678908796853984,7832.4777364730835,4.361890077590942,3.3488283157348637,,steps,2,,3.823475224675184e-05,,,,,,,,,,,,,,,3671.0,0.0863890037284231
np-in_context-steps_2D-seed2,s21kbw0s,2026-07-27T01:08:07Z,np,in_context,2,rmse,0.5594625651041667,0.9936044820420008,0.5661622395833333,1.0067477913196128,2215.437737941742,2.0354857444763184,2.06497859954834,,steps,2,,3.488976654890367e-05,,,,,,,,,,,,,,,1544.0,0.0777354579378964
np-in_context-steps_2D-seed2,t72gqc5l,2026-07-26T19:29:37Z,np,in_context,2,rmse,0.553729296875,0.9847933369845964,0.5576760416666666,0.9939071449827634,6466.190153837204,2.667941808700561,3.1715807914733887,,steps,2,,2.342658105820404e-05,,,,,,,,,,,,,,,3273.0,0.1093420558686559
np-in_context-steps_2D-seed2,ta9mj6zd,2026-07-26T03:58:58Z,np,in_context,2,rmse,0.5352399088541666,0.9515433708230926,0.5401275390625,0.962007127694782,5677.204936742783,3.029292345046997,3.5645251274108887,,steps,2,,5.4041038546473305e-05,,,,,,,,,,,,,,,2639.0,0.0584289297070436
np-in_context-steps_2D-seed2,unbp04lr,2026-07-27T01:45:22Z,np,in_context,2,rmse,0.5338945638020833,0.9482072673303856,0.5399597005208333,0.9615878199763276,5345.627959012985,2.1935205459594727,2.085814476013184,,steps,2,,5.170191786366994e-05,,,,,,,,,,,,,,,3913.0,0.1657475018303859
np-in_context-steps_2D-seed2,ws4fy4tn,2026-07-26T22:49:42Z,np,in_context,2,rmse,0.5344512044270834,0.948228136995788,0.5409634114583334,0.961508840644834,1470.691142320633,2.408409357070923,2.445748805999756,,steps,2,,0.0006978281265126,,,,,,,,,,,,,,,982.0,0.119579995762217
np-in_context-steps_2D-seed2,wu1jxb8k,2026-07-25T19:01:45Z,np,in_context,2,rmse,0.5499604817708333,0.975177652856225,0.55231484375,0.982282588376912,1650.2177982330322,4.880171060562134,4.2215776443481445,,steps,2,,0.0005399484409787,,,,,,,,,,,,,,,710.0,0.0116167224336398
np-in_context-steps_2D-seed2,z9x1gccw,2026-07-26T12:18:09Z,np,in_context,2,rmse,0.5299428385416667,0.9410678243520024,0.5361462239583333,0.953243286581164,3828.4634189605713,2.7670540809631348,3.388596534729004,,steps,2,,0.0004138040112561,,,,,,,,,,,,,,,1997.0,0.1931264066149118
np-in_context-steps_2D-seed2,ztul2tmq,2026-07-25T15:40:58Z,np,in_context,2,rmse,0.5416633138020833,0.9609835559569208,0.5458598958333334,0.968670981188634,1939.1562139987943,3.654411792755127,3.725148916244507,,steps,2,,0.0007969454818643,,,,,,,,,,,,,,,904.0,0.0749080237694725
np-in_context-steps_2D-seed3,09ahvl8s,2026-07-20T17:14:54Z,np,in_context,3,rmse,0.5864582682291667,1.04414989126394,0.588901171875,1.0462654606826791,3841.043768644333,2.273815631866455,2.159544944763184,,steps,2,,1.2385137298860926e-05,,,,,,,,,,,,,,,2658.0,0.1184829137724085
np-in_context-steps_2D-seed3,1xrohazs,2026-07-20T11:13:00Z,np,in_context,3,rmse,0.5537860677083334,0.9866713664500804,0.5571824869791666,0.9913724323748384,3863.695703744888,2.101844072341919,2.1814351081848145,,steps,2,,2.3270677083837777e-05,,,,,,,,,,,,,,,2636.0,0.0363649934414201
np-in_context-steps_2D-seed3,23ci89u2,2026-07-21T05:33:41Z,np,in_context,3,rmse,0.5519143880208334,0.9807755976938992,0.5558410807291667,0.9879040460309554,4992.638897180557,3.4288599491119385,2.6933577060699463,,steps,2,,2.465844721448737e-05,,,,,,,,,,,,,,,2957.0,0.0176985004103839
np-in_context-steps_2D-seed3,4o5i49a6,2026-07-20T06:26:34Z,np,in_context,3,rmse,0.5458721354166667,0.9643947120377532,0.55350859375,0.9773758380732608,847.8475019931793,0.6274280548095703,0.5900990962982178,,steps,2,,0.0007969454818643,,,,,,,,,,,,,,,1122.0,0.0749080237694725
np-in_context-steps_2D-seed3,8mafrtmm,2026-07-21T03:21:48Z,np,in_context,3,rmse,0.5387380208333333,0.9565336011616892,0.5440874674479167,0.9650027283514896,3019.739233493805,2.497018814086914,2.003211975097656,,steps,2,,0.0003550304858128,,,,,,,,,,,,,,,1817.0,0.1939169255529117
np-in_context-steps_2D-seed3,91yodgdo,2026-07-20T08:29:04Z,np,in_context,3,rmse,0.5594196614583333,0.9905335753643444,0.56313359375,0.9988573232574182,1039.460412979126,1.6286888122558594,1.8777334690093992,,steps,2,,0.0005399484409787,,,,,,,,,,,,,,,697.0,0.0116167224336398
np-in_context-steps_2D-seed3,e1ackvih,2026-07-21T00:02:35Z,np,in_context,3,rmse,0.5483932291666667,0.9742507025771724,0.5573416666666666,0.9860861042599204,2075.336906433105,2.2377185821533203,2.107022762298584,,steps,2,,0.0002113705944064,,,,,,,,,,,,,,,1419.0,0.0517559963200033
np-in_context-steps_2D-seed3,e9bwh7b7,2026-07-20T22:09:40Z,np,in_context,3,rmse,0.5468547526041667,0.9727912303633228,0.5517627604166667,0.9799692645603232,3328.27956366539,1.866235494613648,1.9246134757995603,,steps,2,,7.591104805282687e-05,,,,,,,,,,,,,,,2281.0,0.1368466053024314
np-in_context-steps_2D-seed3,fkatlf6h,2026-07-21T06:57:17Z,np,in_context,3,rmse,0.5502759114583333,0.9793640475799168,0.5530057291666667,0.9834518812811344,2931.08323097229,3.1210601329803467,2.402330160140991,,steps,2,,4.473636174621264e-05,,,,,,,,,,,,,,,1738.0,0.0090454577821076
np-in_context-steps_2D-seed3,gsfbc0kt,2026-07-21T07:46:38Z,np,in_context,3,rmse,0.5413815104166667,0.9624395570886484,0.5475173177083333,0.9719971787394625,10078.044109344482,6.04276180267334,6.655393123626709,,steps,2,,3.488976654890367e-05,,,,,,,,,,,,,,,4000.0,0.0777354579378964
np-in_context-steps_2D-seed3,gwxjvu25,2026-07-20T15:54:43Z,np,in_context,3,rmse,0.5475486979166667,0.9643871359964912,0.5524830729166667,0.9743536597287488,2372.929404735565,2.096360445022583,1.789703369140625,,steps,2,,0.0003718364180573,,,,,,,,,,,,,,,1673.0,0.0912139968434072
np-in_context-steps_2D-seed3,hoe6ueak,2026-07-20T23:46:14Z,np,in_context,3,rmse,0.5638498697916666,0.9997580085889376,0.5665657552083333,1.0050532009614248,961.4465489387512,2.3830456733703613,2.226649522781372,,steps,2,,0.0006586289317583,,,,,,,,,,,,,,,664.0,0.0068777042230436
np-in_context-steps_2D-seed3,jakuhj2i,2026-07-21T10:35:09Z,np,in_context,3,rmse,0.5384662760416666,0.9568044341571108,0.5439631510416667,0.9655714835502076,12663.714609384537,5.388544082641602,5.454195976257324,,steps,2,,5.170191786366994e-05,,,,,,,,,,,,,,,4000.0,0.1657475018303859
np-in_context-steps_2D-seed3,jd7ltbro,2026-07-20T14:47:06Z,np,in_context,3,rmse,0.5490470703125,0.976875245984642,0.5533950520833333,0.983870758602576,4036.86718249321,1.931159496307373,2.140193223953247,,steps,2,,5.4041038546473305e-05,,,,,,,,,,,,,,,2751.0,0.0584289297070436
np-in_context-steps_2D-seed3,jqz6z90i,2026-07-20T18:19:17Z,np,in_context,3,rmse,0.568011328125,1.01071748848988,0.5710111979166667,1.014811493120776,4098.897028684616,2.227350950241089,2.1808629035949707,,steps,2,,2.193048555664368e-05,,,,,,,,,,,,,,,2917.0,0.1215089703802876
np-in_context-steps_2D-seed3,kk3ej7cm,2026-07-21T04:12:28Z,np,in_context,3,rmse,0.5385408528645833,0.9541373132147138,0.5413669270833333,0.9584396606701804,2945.516634464264,2.4850454330444336,2.3626017570495605,,steps,2,,0.000616104953938,,,,,,,,,,,,,,,1760.0,0.1878997883128378
np-in_context-steps_2D-seed3,kprdrop4,2026-07-20T16:34:35Z,np,in_context,3,rmse,0.5491953125,0.9741641569408904,0.55789375,0.989877633939108,2400.7857780456543,2.194383144378662,1.872506618499756,,steps,2,,0.0001067748270948,,,,,,,,,,,,,,,1666.0,0.0399347564316719
np-in_context-steps_2D-seed3,lkdb359p,2026-07-20T19:46:18Z,np,in_context,3,rmse,0.5365560546875,0.9539932298467916,0.5416638671875,0.9625200664244402,2628.025169849396,2.2327911853790283,2.142470121383667,,steps,2,,0.0004138040112561,,,,,,,,,,,,,,,1798.0,0.1931264066149118
np-in_context-steps_2D-seed3,ltjr9opb,2026-07-20T19:28:05Z,np,in_context,3,rmse,0.5615954427083333,0.9901533758045185,0.5619955729166667,0.9924164635467092,1015.1190347671508,1.830629587173462,1.9397611618041992,,steps,2,,0.0007902619549708,,,,,,,,,,,,,,,706.0,0.0130103185970559
np-in_context-steps_2D-seed3,n1dajp8c,2026-07-20T14:08:41Z,np,in_context,3,rmse,0.5935393229166667,1.0561372331240495,0.5958373697916667,1.0585143833842432,2284.99538230896,2.319801092147827,2.1586363315582275,,steps,2,,1.9010245319870364e-05,,,,,,,,,,,,,,,1567.0,0.1223705789444759
np-in_context-steps_2D-seed3,ndvpvlol,2026-07-20T09:49:01Z,np,in_context,3,rmse,0.5592001953125,0.9944813948463884,0.5611119140625,0.996385159816274,5018.612462520599,2.364064931869507,2.3838045597076416,,steps,2,,2.658754398327269e-05,,,,,,,,,,,,,,,3405.0,0.1664885281600843
np-in_context-steps_2D-seed3,p116bbmh,2026-07-20T08:46:42Z,np,in_context,3,rmse,0.5367708984375,0.951891665432834,0.545954296875,0.967591546055958,2630.893698453903,2.1070706844329834,2.5319337844848637,,steps,2,,0.000260702475837,,,,,,,,,,,,,,,1810.0,0.1202230023486417
np-in_context-steps_2D-seed3,q9b9x7im,2026-07-20T09:30:54Z,np,in_context,3,rmse,0.5709046875,1.00383177858311,0.576990234375,1.0151838981498853,1068.1949093341827,1.9600844383239744,1.7713017463684082,,steps,2,,0.0008706020878304,,,,,,,,,,,,,,,744.0,0.0041168988591604
np-in_context-steps_2D-seed3,so790c2k,2026-07-20T07:14:57Z,np,in_context,3,rmse,0.5477002604166666,0.9754620970269884,0.5501498046875,0.9790202813585588,4426.7911813259125,2.1827688217163086,2.395751953125,,steps,2,,2.0511104188433963e-05,,,,,,,,,,,,,,,3172.0,0.0312037280884873
np-in_context-steps_2D-seed3,u0qirhbb,2026-07-20T12:17:44Z,np,in_context,3,rmse,0.5508817057291666,0.9801305531033268,0.55297578125,0.982542145787193,2325.27281332016,2.3258168697357178,2.53220796585083,,steps,2,,0.0001120760621186,,,,,,,,,,,,,,,1585.0,0.0608484485919075
np-in_context-steps_2D-seed3,u8bisevc,2026-07-21T00:37:31Z,np,in_context,3,rmse,0.5454809244791666,0.9634296606330092,0.54982265625,0.9713585733848292,3942.64923119545,2.211930513381958,2.406296491622925,,steps,2,,0.0001096821720752,,,,,,,,,,,,,,,2679.0,0.0623422152178821
np-in_context-steps_2D-seed3,y0qpai1r,2026-07-21T01:43:34Z,np,in_context,3,rmse,0.5511119791666667,0.9804481953401444,0.5544639322916667,0.9860167039163412,5872.148635387421,2.5588159561157227,3.033554077148437,,steps,2,,2.342658105820404e-05,,,,,,,,,,,,,,,4000.0,0.1093420558686559
np-in_context-steps_2D-seed3,yar0gpmq,2026-07-20T20:30:27Z,np,in_context,3,rmse,0.553934765625,0.9858623301736924,0.5564559244791667,0.9892103567884432,5932.295725345612,2.5908913612365723,2.4679739475250244,,steps,2,,1.5679933916722995e-05,,,,,,,,,,,,,,,4000.0,0.0609227538346741
np-in_context-steps_2D-seed3,yb1im4tx,2026-07-20T06:40:59Z,np,in_context,3,rmse,0.54080498046875,0.961805300280697,0.5448449544270834,0.968329054659663,2017.9082918167112,2.4484925270080566,2.1867685317993164,,steps,2,,0.0001575132049977,,,,,,,,,,,,,,,2149.0,0.146398788362281
np-in_context-steps_2D-seed3,ygraxkf0,2026-07-21T05:01:55Z,np,in_context,3,rmse,0.54262744140625,0.9618609111991206,0.545158203125,0.9673282424423832,1883.5110323429108,3.1251935958862305,2.7557077407836914,,steps,2,,0.0006978281265126,,,,,,,,,,,,,,,1106.0,0.119579995762217
np-in_context-steps_2D-seed3,z5hror7a,2026-07-20T12:56:50Z,np,in_context,3,rmse,0.5464856119791667,0.972195776372209,0.5520751953125,0.9827727392691674,4290.305025339127,2.351044178009033,1.946842908859253,,steps,2,,3.823475224675184e-05,,,,,,,,,,,,,,,2967.0,0.0863890037284231
np-in_context-steps_2D-seed3,zbf61y0j,2026-07-20T23:05:40Z,np,in_context,3,rmse,0.5543489583333333,0.9837990256455078,0.5598673177083333,0.9933287596907898,2413.156635046005,1.9076828956604004,2.123857259750366,,steps,2,,9.7803370166594e-05,,,,,,,,,,,,,,,1658.0,0.0244076469689557
np-in_context-steps_2D-seed4,5trca79f,2026-07-22T22:26:11Z,np,in_context,4,rmse,0.554471875,0.9848819087703082,0.5470074869791667,0.9710911272303504,12987.434646129608,5.559674978256226,5.476925849914551,,steps,2,,2.658754398327269e-05,,,,,,,,,,,,,,,4000.0,0.1664885281600843
np-in_context-steps_2D-seed4,64al4mga,2026-07-24T00:48:20Z,np,in_context,4,rmse,0.5523263671875,0.982617940154563,0.5470481119791667,0.9738030199748064,13521.727598667145,6.519378900527954,6.709545373916626,,steps,2,,1.5679933916722995e-05,,,,,,,,,,,,,,,4000.0,0.0609227538346741
np-in_context-steps_2D-seed4,6fqoihow,2026-07-23T02:03:22Z,np,in_context,4,rmse,0.5534087239583333,0.9849551266058958,0.5481141927083333,0.9756804609397142,8442.609834909439,6.347298622131348,6.474294662475586,,steps,2,,2.3270677083837777e-05,,,,,,,,,,,,,,,2624.0,0.0363649934414201
np-in_context-steps_2D-seed4,7bwnxdwc,2026-07-24T22:01:55Z,np,in_context,4,rmse,0.5408773763020833,0.9613422806110624,0.5321445638020833,0.9463123047276516,8818.521702528,3.885528326034546,4.106663703918457,,steps,2,,3.488976654890367e-05,,,,,,,,,,,,,,,4000.0,0.0777354579378964
np-in_context-steps_2D-seed4,d794u97s,2026-07-23T08:44:40Z,np,in_context,4,rmse,0.5758375,1.0237863700093606,0.5665572916666667,1.0083851358047826,6624.105039834976,5.654993534088135,6.188121318817139,,steps,2,,1.9010245319870364e-05,,,,,,,,,,,,,,,2225.0,0.1223705789444759
np-in_context-steps_2D-seed4,dloc7dni,2026-07-22T15:28:12Z,np,in_context,4,rmse,0.5499650390625,0.9786389392362386,0.5428722005208333,0.9663898121073994,12072.248317480087,5.397312879562378,6.686325788497925,,steps,2,,2.0511104188433963e-05,,,,,,,,,,,,,,,3433.0,0.0312037280884873
np-in_context-steps_2D-seed4,euwgoytc,2026-07-24T09:54:05Z,np,in_context,4,rmse,0.5641703125,0.9878628066573292,0.5658438151041667,0.9907366139854886,2853.360964536667,6.308066129684448,6.252696752548218,,steps,2,,0.0006586289317583,,,,,,,,,,,,,,,864.0,0.0068777042230436
np-in_context-steps_2D-seed4,f1bh4wns,2026-07-23T15:16:38Z,np,in_context,4,rmse,0.5733286458333333,1.0208770164903844,0.56495,1.0063923090967706,12925.079922437668,5.955392837524414,5.500290393829346,,steps,2,,1.2385137298860926e-05,,,,,,,,,,,,,,,4000.0,0.1184829137724085
np-in_context-steps_2D-seed4,fqph69iq,2026-07-23T04:24:37Z,np,in_context,4,rmse,0.5453104817708333,0.9644095343296224,0.5383544270833334,0.953043284493174,6843.563674449921,4.421691417694092,6.189170598983765,,steps,2,,0.0001120760621186,,,,,,,,,,,,,,,2296.0,0.0608484485919075
np-in_context-steps_2D-seed4,h3cewu56,2026-07-24T04:34:15Z,np,in_context,4,rmse,0.5374423177083333,0.9537808722540114,0.5317524088541666,0.9433994632067332,13398.14377260208,5.941690921783447,6.564526557922363,,steps,2,,7.591104805282687e-05,,,,,,,,,,,,,,,3875.0,0.1368466053024314
np-in_context-steps_2D-seed4,h8b8yefq,2026-07-23T12:44:30Z,np,in_context,4,rmse,0.5458810546875,0.9663704868866052,0.5396173177083333,0.9551966676205812,4257.8865513801575,5.405414819717407,5.612245798110962,,steps,2,,0.0003718364180573,,,,,,,,,,,,,,,1451.0,0.0912139968434072
np-in_context-steps_2D-seed4,k6i76w1i,2026-07-23T22:21:09Z,np,in_context,4,rmse,0.5597270182291667,0.9878386427611184,0.556544140625,0.9832474526834796,2655.2659828662872,6.527895212173462,7.486138343811035,,steps,2,,0.0007902619549708,,,,,,,,,,,,,,,725.0,0.0130103185970559
np-in_context-steps_2D-seed4,k8nenayz,2026-07-22T21:38:48Z,np,in_context,4,rmse,0.57162890625,1.0020117814539171,0.565424609375,0.9933180356517508,2769.424880504608,6.638162136077881,6.956676959991455,,steps,2,,0.0008706020878304,,,,,,,,,,,,,,,804.0,0.0041168988591604
np-in_context-steps_2D-seed4,krgr36c4,2026-07-23T23:06:09Z,np,in_context,4,rmse,0.54173125,0.959817317851438,0.5347590494791666,0.9498860122672554,6095.9981734752655,6.775585889816284,7.469146013259888,,steps,2,,0.0004138040112561,,,,,,,,,,,,,,,1638.0,0.1931264066149118
np-in_context-steps_2D-seed4,lrz1z6ir,2026-07-24T20:54:15Z,np,in_context,4,rmse,0.55063515625,0.9770192369140244,0.5388160807291666,0.9575061919584996,4034.738158226013,3.632413148880005,3.9190328121185294,,steps,2,,4.473636174621264e-05,,,,,,,,,,,,,,,1940.0,0.0090454577821076
