name,run_id,created_at,model_name,task_name,data_split_seed,validation_metric,validation_crps,validation_rmse,test_crps,test_rmse,fitting_time_s,validation_prediction_time_s,test_prediction_time_s,validation_fixed_effect_residual_rmse,best_boosting_round,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth,epochs_trained,model.params.dropout,model.train_params.learning_rate,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth
npboost-in_context-log_count-seed0,v4lverq9,2026-07-20T13:30:09Z,npboost,in_context,0,rmse,0.1866449270897416,0.3193289612216332,0.1871691397435273,0.3237218430634165,516.4929709434509,0.8429217338562012,0.8902122974395752,3.4469496789777305,149.0,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed0,vb1cn8yd,2026-07-20T13:05:32Z,npboost,in_context,0,rmse,0.1527794276721536,0.264269913721199,0.1578598679914817,0.2825932855258227,963.5841941833496,0.7712438106536865,0.7412645816802979,5.8042166595648,114.0,0.0,1.702035422361917e-05,20.0,0.0657821692431908,1.0,20.0,16.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed0,vzt3qq3l,2026-07-20T10:29:46Z,npboost,in_context,0,rmse,0.1153271877698051,0.2813030843320987,0.1235718203176848,0.3041111311761313,687.930239200592,0.7393782138824463,0.7545428276062012,6.177971520295078,130.0,0.2,0.000956484407922,10.0,0.0109977032995056,0.0,100.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed0,yjh2h33e,2026-07-20T08:52:26Z,npboost,in_context,0,rmse,0.1446213498007372,0.324375938658054,0.1458525262730784,0.3303076253577665,406.1006042957306,0.6870605945587158,0.81681227684021,6.327044601109105,66.0,0.2,0.0004385170256085,10.0,0.8972612866432508,1.0,20.0,8.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed0,yz3eypq0,2026-07-20T10:52:06Z,npboost,in_context,0,rmse,0.137055881983391,0.2710770992210558,0.1442282753089876,0.2945450288323351,343.14759063720703,0.7204113006591797,0.741657018661499,6.038655009640039,54.0,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed0,zuz81mk4,2026-07-20T08:59:19Z,npboost,in_context,0,rmse,0.1897368845732315,0.3455673615573886,0.1852587108237982,0.3304473990225732,1437.2313482761383,0.7979497909545898,0.8306424617767334,7.063232573645566,498.0,0.2,1.343677338411072e-05,5.0,0.1113002415673063,1.0,10.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,0e6v6aex,2026-07-20T12:44:30Z,npboost,in_context,1,rmse,0.1141651455305925,0.2579024325372792,0.1225528957882089,0.2774968227863573,694.9265992641449,0.9002277851104736,0.8533031940460205,6.206022620705261,142.0,0.0,0.0002507518284371,10.0,0.0302023368339538,1.0,10.0,8.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,0eths883,2026-07-20T08:24:21Z,npboost,in_context,1,rmse,0.2415758325156732,0.3576669223986689,0.2381400437796724,0.3410335769163419,615.976487159729,0.779803991317749,0.7895262241363525,7.469835443371828,190.0,0.2,1.090384328196852e-05,5.0,0.7717846862118062,0.0,20.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,19zurlov,2026-07-20T11:48:10Z,npboost,in_context,1,rmse,0.1704564847207024,0.2628596970954884,0.1740146384122015,0.2779327479942819,749.3169641494751,0.917705774307251,0.9118251800537108,4.540313278660843,153.0,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,1epqsjv2,2026-07-20T07:50:27Z,npboost,in_context,1,rmse,0.1114556970803634,0.2608713697614305,0.1158806227556023,0.2901105174083188,1189.9953565597534,0.8554830551147461,0.7446653842926025,6.111956023702613,138.0,0.2,0.0001605191133358,20.0,0.0750195444362012,1.0,20.0,4.0,255.0,-1.0,,,,,,,,
